instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,n_cols_db,n_cols_graph,ddl_tokens,n_gold_cols,n_pred_cols,col_recall,col_precision,col_strict,unresolved_cols,missed,missed_cols
sf_bq127,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,17.6,87,87,2799,10,87,1.000,0.115,1,5,,
sf_bq215,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,47.4,79,79,2426,,,,,,,,
sf_bq222,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,27.7,79,79,2436,9,79,1.000,0.114,1,4,,
sf_bq221,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,26.2,79,79,2436,7,79,1.000,0.089,1,7,,
sf_bq223,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,63.1,79,79,2436,6,79,1.000,0.076,1,5,,
sf_bq420,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,35,289.6,444,444,7102,,,,,,,patents_uspto.uspto_oce_office_actions.match_app,
sf_bq207,PATENTS_USPTO,snowflake,3,20,46,3,1.000,0.150,1,0,19,79.7,444,444,7385,,,,,,,,
sf_bq128,PATENTSVIEW,snowflake,4,20,59,4,1.000,0.200,1,0,18,270.7,304,304,4525,12,111,1.000,0.108,1,2,,
sf_bq246,PATENTSVIEW,snowflake,3,20,59,3,1.000,0.150,1,1,5,40.2,304,304,5055,6,103,1.000,0.058,1,2,,
sf_bq052,PATENTSVIEW,snowflake,5,20,59,5,1.000,0.250,1,0,15,48.4,304,304,4392,12,97,1.000,0.124,1,2,,
sf_bq036,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,0,6,262.0,34,34,1573,,,,,,,,
sf_bq100,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,9.5,34,34,1573,,,,,,,,
sf_bq101,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,9.1,34,34,1624,,,,,,,,
sf_bq182,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,4,288.3,322,61,2160,5,61,1.000,0.082,1,7,,
sf_bq217,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,4,9.7,322,61,2168,,,,,,,,
