instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,n_cols_db,n_cols_graph,ddl_tokens,n_gold_cols,n_pred_cols,col_recall,col_precision,col_strict,unresolved_cols,missed,missed_cols
bq354,cms_data,bigquery,5,20,38,3,0.600,0.150,0,0,28,25.8,865,649,16995,12,415,0.750,0.022,0,3,bigquery-public-data.cms_synthetic_patient_data_omop.condition_occurrence;bigquery-public-data.cms_synthetic_patient_data_omop.person,condition_occurrence.condition_concept_id;condition_occurrence.person_id;person.person_id
bq355,cms_data,bigquery,4,2,38,0,0.000,0.000,0,0,,15.0,865,649,3574,8,92,0.000,0.000,0,1,bigquery-public-data.cms_synthetic_patient_data_omop.concept;bigquery-public-data.cms_synthetic_patient_data_omop.concept_ancestor;bigquery-public-data.cms_synthetic_patient_data_omop.drug_exposure;bigquery-public-data.cms_synthetic_patient_data_omop.person,concept.concept_code;concept.concept_id;concept.vocabulary_id;concept_ancestor.ancestor_concept_id;concept_ancestor.descendant_concept_id;drug_exposure.drug_concept_id;drug_exposure.person_id;person.person_id
bq032,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,97.0,7278,769,33065,8,517,0.375,0.006,0,6,,hurricanes.longitude;hurricanes.name;hurricanes.season;hurricanes.sid;hurricanes.usa_wind
bq119,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,68.8,7278,769,32684,8,518,0.375,0.006,0,5,,hurricanes.latitude;hurricanes.longitude;hurricanes.name;hurricanes.season;hurricanes.sid
sf_bq117,NOAA_DATA,snowflake,1,13,33,1,1.000,0.077,1,1,1,51.1,7275,766,29477,,,,,,,,
bq419,noaa_data,bigquery,1,17,33,1,1.000,0.059,1,1,1,23.8,7278,769,31677,2,474,1.000,0.004,1,2,,
sf_bq071,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,5,133.2,7450,927,32231,,,,,,,,
sf_bq236,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,6,88.2,7450,927,32582,7,518,1.000,0.014,1,1,,
bq356,noaa_data,bigquery,2,10,33,2,1.000,0.200,1,0,9,29.7,7278,769,27744,,,,,,,,
bq042,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,27.5,7278,769,30997,,,,,,8,,
bq394,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,35.0,7278,769,33075,7,510,1.000,0.014,1,6,,
bq357,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,32.8,7278,769,31540,6,522,0.500,0.006,0,2,,icoads_core_*.day;icoads_core_*.month;icoads_core_*.year
bq181,noaa_data,bigquery,2,13,33,2,1.000,0.154,1,0,8,35.5,7278,769,28992,,,,,,,,
bq045,noaa_data,bigquery,2,20,33,2,1.000,0.100,1,0,8,35.6,7278,769,32831,5,526,1.000,0.010,1,2,,
sf_bq358,NEW_YORK_CITIBIKE_1,snowflake,3,16,21,3,1.000,0.188,1,1,6,36.4,3303,245,8498,12,225,1.000,0.053,1,0,,
bq290,noaa_data,bigquery,2,11,33,2,1.000,0.182,1,0,9,27.1,7278,769,28141,8,406,1.000,0.020,1,10,,
bq031,noaa_data,bigquery,2,20,33,1,0.500,0.050,0,0,,41.7,7278,769,31367,2,517,0.000,0.000,0,39,bigquery-public-data.noaa_gsod.stations,stations.name;stations.usaf
bq392,noaa_gsod,bigquery,1,2,2,1,1.000,0.500,1,1,1,8.8,3088,44,1779,5,44,1.000,0.114,1,6,,
sf_bq050,NEW_YORK_CITIBIKE_1,snowflake,5,17,21,5,1.000,0.294,1,0,9,33.1,3303,245,8741,21,229,1.000,0.092,1,10,,
sf_bq426,NEW_YORK_CITIBIKE_1,snowflake,4,19,21,4,1.000,0.211,1,1,4,26.0,3303,245,9656,,,,,,,,
sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,snowflake,1,11,11,1,1.000,0.091,1,1,1,15.0,90,90,2432,3,90,1.000,0.033,1,10,,
bq208,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,1,6,46.5,3571,296,8420,,,,,,,,
bq047,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,1,6,20.9,3571,296,8446,,,,,,,,
bq048,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,1,3,18.8,3571,296,8403,,,,,,,,
bq293,new_york_geo,bigquery,2,20,24,2,1.000,0.100,1,0,7,64.6,670,424,10593,,,,,,,,
sf_bq017,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,2,11.2,86,86,2616,3,86,1.000,0.035,1,3,,
sf_bq131,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,2,9.6,86,86,2616,,,,,,,,
sf_bq349,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,9.5,86,86,2212,7,86,1.000,0.081,1,6,,
sf_bq007,CENSUS_BUREAU_ACS_2,snowflake,2,17,32,2,1.000,0.118,1,0,16,185.2,68434,3724,58039,,,,,,,,
sf_bq429,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,85.8,68434,3724,53446,9,952,1.000,0.009,1,5,,
sf_bq073,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,15,77.1,68434,3724,59369,,,,,,,,
sf_bq410,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,1,0.500,0.050,0,0,22,97.5,68434,3724,51418,,,,,,,census_bureau_acs_2.cyclistic.state_fips,
sf_bq348,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,2,19.8,86,86,2212,,,,,,,,
sf_bq253,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,5,11.0,86,86,2649,,,,,,,,
sf_bq254,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,4,10.5,86,86,2632,4,86,1.000,0.047,1,2,,
sf_bq056,GEO_OPENSTREETMAP_BOUNDARIES,snowflake,2,13,25,1,0.500,0.077,0,0,20,23.0,261,247,2568,,,,,,,geo_openstreetmap_boundaries.geo_us_boundaries.states,
sf_bq289,GEO_OPENSTREETMAP_CENSUS_PLACES,snowflake,2,12,67,2,1.000,0.167,1,0,9,104.7,1056,1056,5484,5,121,1.000,0.041,1,3,,
sf_bq250,GEO_OPENSTREETMAP_WORLDPOP,snowflake,2,11,11,2,1.000,0.182,1,1,3,13.9,94,94,2866,9,94,1.000,0.096,1,5,,
sf_bq083,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,18,40.3,497,497,16306,3,271,1.000,0.011,1,1,,
sf_bq184,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,14.5,497,497,18332,,,,,,,,
sf_bq195,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,13,15.4,497,497,19049,,,,,,,,
sf_bq256,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,10,18.0,497,497,18281,,,,,,,,
sf_bq080,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,14.4,497,497,17731,,,,,,,,
sf_bq342,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,13.6,497,497,18228,,,,,,,,
sf_bq341,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,10.9,497,497,17666,4,282,1.000,0.014,1,2,,
sf_bq444,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,28.1,497,497,16395,7,231,1.000,0.030,1,0,,
sf_bq340,CRYPTO,snowflake,1,13,39,1,1.000,0.077,1,1,3,11.3,497,497,11694,,,,,,,,
sf_bq005,CRYPTO,snowflake,1,10,39,1,1.000,0.100,1,1,1,11.4,497,497,10613,,,,,,,,
sf_bq334,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,7,14.1,497,497,19329,8,310,1.000,0.026,1,5,,
sf_bq335,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,7,12.5,497,497,18290,,,,,,,,
sf_bq057,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,14.4,497,497,19186,8,305,1.000,0.026,1,14,,
sf_bq068,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,14.3,497,497,17103,3,272,1.000,0.011,1,6,,
sf_bq092,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,16,16.4,497,497,16555,,,,,,,,
sf_bq093,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,9,16.2,497,497,18587,15,304,1.000,0.049,1,2,,
sf_bq292,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,15.7,497,497,19238,,,,,,,,
sf_bq135,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,1,3,10.4,497,497,18843,,,,,,,,
sf_bq136,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,1,3,17.8,497,497,15486,,,,,,,,
sf_bq065,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,15.3,497,497,15560,,,,,,,,
sf_bq037,HUMAN_GENOME_VARIANTS,snowflake,1,8,8,1,1.000,0.125,1,1,1,16.1,202,202,7179,2,200,1.000,0.010,1,5,,
sf_bq012,ETHEREUM_BLOCKCHAIN,snowflake,3,7,7,3,1.000,0.429,1,1,4,9.8,88,88,6397,13,88,1.000,0.148,1,2,,
sf_bq187,ETHEREUM_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,2,7.9,88,88,6559,6,88,1.000,0.068,1,4,,
sf_bq450,ETHEREUM_BLOCKCHAIN,snowflake,5,7,7,5,1.000,0.714,1,1,6,23.5,88,88,6564,,,,,,,,
bq034,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,1,7.9,2141,37,1108,5,37,1.000,0.135,1,3,,
bq383,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,2,7.3,2141,37,1093,5,37,1.000,0.135,1,4,,
bq051,new_york_ghcn,bigquery,3,14,14,3,1.000,0.214,1,0,9,23.4,2624,289,7757,,,,,,,,
bq038,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,2,19.6,483,252,6600,,,,,,,,
bq053,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,2,15.3,483,252,6700,5,220,0.600,0.014,0,6,,tree_census_*.spc_latin;tree_census_*.status
bq054,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,1,14.0,483,252,6725,,,,,,,,
bq021,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,4,14.0,483,252,6506,14,220,1.000,0.064,1,11,,
bq202,new_york_plus,bigquery,1,18,18,1,1.000,0.056,1,1,1,23.1,853,360,9632,,,,,,,,
bq185,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,4,15.9,853,360,9620,8,325,1.000,0.025,1,0,,
bq040,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,5,29.7,853,360,9618,,,,,,,,
bq098,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,4,29.8,853,360,9586,12,325,1.000,0.037,1,4,,
bq039,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,6,20.9,853,360,9612,13,325,1.000,0.040,1,3,,
bq203,new_york_plus,bigquery,2,18,18,2,1.000,0.111,1,1,2,14.5,853,360,9114,5,325,1.000,0.015,1,1,,
bq035,san_francisco,bigquery,2,8,8,2,1.000,0.250,1,1,2,16.2,118,118,5178,7,118,1.000,0.059,1,6,,
bq186,san_francisco,bigquery,1,8,8,1,1.000,0.125,1,1,1,10.5,118,118,5218,,,,,,,,
bq081,san_francisco_plus,bigquery,3,19,19,3,1.000,0.158,1,1,4,24.4,278,278,13418,10,272,1.000,0.037,1,2,,
sf_bq294,SAN_FRANCISCO_PLUS,snowflake,3,19,19,3,1.000,0.158,1,0,9,28.7,278,278,11192,14,272,1.000,0.051,1,0,,
bq339,san_francisco_plus,bigquery,1,19,19,1,1.000,0.053,1,1,1,17.9,278,278,13231,3,272,1.000,0.011,1,6,,
bq400,san_francisco_plus,bigquery,3,19,19,3,1.000,0.158,1,0,8,15.3,278,278,13973,9,272,1.000,0.033,1,0,,
bq059,san_francisco_plus,bigquery,3,19,19,3,1.000,0.158,1,0,,15.5,278,278,13317,13,272,1.000,0.048,1,1,,
bq376,san_francisco_plus,bigquery,6,19,19,6,1.000,0.316,1,0,10,15.0,278,278,13281,4,272,1.000,0.015,1,5,,
sf_bq014,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.1,73,73,2361,,,,,,,,
sf_bq188,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,6,6.3,73,73,2644,,,,,,,,
sf_bq258,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,3,6.2,73,73,1989,,,,,,,,
sf_bq259,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,4,5.4,73,73,2100,,,,,,,,
sf_bq189,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.8,73,73,2361,,,,,,,,
sf_bq260,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,4.9,73,73,1671,5,73,1.000,0.068,1,1,,
sf_bq261,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,5.3,73,73,1989,,,,,,,,
sf_bq262,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.5,73,73,1989,,,,,,,,
sf_bq190,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,5.4,73,73,1846,,,,,,,,
sf_bq263,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.2,73,73,2361,9,73,1.000,0.123,1,7,,
sf_bq264,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,2,5.0,73,73,1846,6,73,1.000,0.082,1,0,,
sf_bq197,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,6.7,73,73,1989,,,,,,,,
sf_bq265,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,3,5.9,73,73,2298,19,73,1.000,0.260,1,8,,
sf_bq266,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,5.5,73,73,1989,,,,,,,,
sf_bq333,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,5.2,73,73,2100,,,,,,,,
sf_bq361,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,2,4.8,73,73,2100,,,,,,,,
sf_bq271,THELOOK_ECOMMERCE,snowflake,5,7,7,5,1.000,0.714,1,0,,6.3,73,73,2649,20,73,1.000,0.274,1,2,,
sf_bq272,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,5.7,73,73,1989,,,,,,,,
sf_bq273,THELOOK_ECOMMERCE,snowflake,4,7,7,4,1.000,0.571,1,0,5,5.7,73,73,1989,18,73,1.000,0.247,1,3,,
sf_bq020,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,9.3,159,159,4587,,,,,,,,
sf_bq107,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,2,7.7,159,159,4587,,,,,,,,
bq025,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,4,11.2,165,165,3553,9,119,1.000,0.076,1,0,,
bq115,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,6,8.2,165,165,3574,9,119,1.000,0.076,1,0,,
bq030,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,38.6,701,701,655,,,,,,,,
bq018,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,17.5,701,701,730,3,60,0.333,0.017,0,2,,covid19_open_data.country_name;covid19_open_data.date
bq086,covid19_open_world_bank,bigquery,2,9,22,2,1.000,0.222,1,1,3,37.2,1015,1015,6025,7,274,0.429,0.011,0,2,,covid19_open_data.aggregation_level;covid19_open_data.country_code;covid19_open_data.country_name;covid19_open_data.date
bq085,covid19_jhu_world_bank,bigquery,2,11,25,2,1.000,0.182,1,0,11,63.3,3771,3771,8435,7,347,1.000,0.020,1,4,,
bq130,covid19_nyt,bigquery,2,4,4,2,1.000,0.500,1,1,2,6.9,29,29,1055,9,29,1.000,0.310,1,5,,
bq087,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,1,50.3,2580,1722,9271,4,240,0.250,0.004,0,2,,symptom_search_sub_region_*_weekly.date;symptom_search_sub_region_*_weekly.sub_region_1;symptom_search_sub_region_*_weekly.sub_region_2
bq088,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,2,37.5,2580,1722,9331,4,240,0.750,0.013,0,4,,symptom_search_country_weekly.date
bq089,covid19_usa,bigquery,2,20,22,2,1.000,0.100,1,0,14,184.8,70861,6165,47339,6,968,0.833,0.005,0,4,,censustract_*_5yr.geo_id
bq407,covid19_usa,bigquery,2,20,22,2,1.000,0.100,1,1,2,91.6,70861,6165,58970,9,1013,0.889,0.008,0,3,,county_*_*yr.geo_id
bq137,census_bureau_usa,bigquery,2,13,13,2,1.000,0.154,1,1,3,23.8,132,126,6215,,,,,,,,
bq060,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,2,6.8,165,165,3331,7,119,1.000,0.059,1,0,,
bq338,census_bureau_acs_1,bigquery,1,20,87,1,1.000,0.050,1,0,12,188.7,69183,4472,53204,3,965,0.667,0.002,0,3,,censustract_*_5yr.total_pop
bq061,census_bureau_acs_1,bigquery,2,20,87,2,1.000,0.100,1,0,13,66.9,69183,4472,65457,4,965,1.000,0.004,1,3,,
bq064,census_bureau_acs_1,bigquery,3,20,87,2,0.667,0.100,0,0,83,143.1,69183,4472,57240,11,970,0.545,0.006,0,7,bigquery-public-data.geo_census_tracts.us_census_tracts_national,censustract_*_5yr.geo_id;us_census_tracts_national.functional_status;us_census_tracts_national.geo_id;us_census_tracts_national.tract_ce;us_census_tracts_national.tract_geom
bq461,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,28.3,505,505,12797,,,,,,,,
bq198,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,15.8,505,505,13113,3,344,1.000,0.009,1,4,,
bq462,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,23.1,505,505,11901,,,,,,,,
bq427,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,28.5,505,505,12609,,,,,,,,
bq428,ncaa_basketball,bigquery,2,10,10,2,1.000,0.200,1,1,2,22.6,505,505,13029,22,344,1.000,0.064,1,1,,
bq144,ncaa_insights,bigquery,3,15,15,3,1.000,0.200,1,0,8,54.2,552,552,13577,19,391,1.000,0.049,1,0,,
