instance_id,db,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,n_bridge,bridge_recovered,max_gold_rank,ms,missed
q_303,scholar,4,4,10,2,0.500,0.500,0,0,2,0,6,4.9,keyphrase;paperkeyphrase
q_304,scholar,4,4,10,2,0.500,0.500,0,0,3,1,8,5.1,keyphrase;paperkeyphrase
q_305,scholar,4,4,10,2,0.500,0.500,0,0,2,0,6,4.9,keyphrase;paperkeyphrase
q_306,scholar,4,4,10,2,0.500,0.500,0,0,2,0,6,5.2,keyphrase;paperkeyphrase
q_307,scholar,4,4,10,2,0.500,0.500,0,0,2,0,6,5.5,keyphrase;paperkeyphrase
q_308,scholar,4,4,10,2,0.500,0.500,0,0,2,0,6,6.3,keyphrase;paperkeyphrase
q_309,scholar,5,4,10,3,0.600,0.750,0,0,4,2,10,6.9,dataset;keyphrase
q_310,scholar,5,4,10,3,0.600,0.750,0,0,4,2,10,7.3,dataset;keyphrase
q_311,scholar,6,4,10,2,0.333,0.500,0,0,5,1,8,6.1,author;keyphrase;venue;writes
q_312,scholar,4,4,10,2,0.500,0.500,0,0,3,1,7,6.1,keyphrase;writes
q_313,scholar,4,4,10,2,0.500,0.500,0,0,3,1,7,6.2,keyphrase;writes
q_314,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.4,keyphrase;paper;paperkeyphrase;writes
q_315,scholar,5,4,10,2,0.400,0.500,0,0,4,1,7,5.8,author;keyphrase;writes
q_316,scholar,4,4,10,3,0.750,0.750,0,0,2,1,5,6.1,paperkeyphrase
q_317,scholar,5,4,10,3,0.600,0.750,0,0,4,2,8,3.8,keyphrase;paperkeyphrase
q_318,scholar,4,4,10,2,0.500,0.500,0,0,2,0,7,3.1,keyphrase;paperkeyphrase
q_319,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.6,keyphrase
q_320,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.6,keyphrase
q_321,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.8,keyphrase
q_322,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.6,keyphrase
q_323,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.6,keyphrase
q_324,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.6,keyphrase
q_325,scholar,4,4,10,2,0.500,0.500,0,0,2,0,7,3.0,keyphrase;paperkeyphrase
q_326,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.8,keyphrase
q_327,scholar,4,4,10,2,0.500,0.500,0,0,2,0,7,3.1,keyphrase;paperkeyphrase
q_328,scholar,4,4,10,2,0.500,0.500,0,0,2,0,7,3.1,keyphrase;paperkeyphrase
q_329,scholar,4,4,10,2,0.500,0.500,0,0,2,0,7,3.1,keyphrase;paperkeyphrase
q_330,scholar,4,4,10,3,0.750,0.750,0,0,2,1,6,3.1,writes
q_331,scholar,4,4,10,3,0.750,0.750,0,0,2,1,6,3.0,writes
q_332,scholar,4,4,10,3,0.750,0.750,0,0,2,1,6,3.1,writes
q_333,scholar,4,4,10,3,0.750,0.750,0,0,2,1,6,3.1,writes
q_334,scholar,4,4,10,2,0.500,0.500,0,0,2,0,6,2.6,author;writes
q_335,scholar,4,4,10,3,0.750,0.750,0,0,2,1,6,3.1,writes
q_336,scholar,4,4,10,3,0.750,0.750,0,0,2,1,6,3.0,writes
q_337,scholar,3,4,10,1,0.333,0.250,0,0,2,0,8,2.7,venue;writes
q_338,scholar,3,4,10,1,0.333,0.250,0,0,2,0,8,2.8,venue;writes
q_339,scholar,3,4,10,1,0.333,0.250,0,0,2,0,8,2.7,venue;writes
q_340,scholar,3,4,10,3,1.000,0.750,1,0,2,2,4,2.8,
q_341,scholar,3,4,10,1,0.333,0.250,0,0,2,0,8,2.8,venue;writes
q_342,scholar,3,4,10,1,0.333,0.250,0,0,2,0,8,2.8,venue;writes
q_343,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.7,author;venue;writes
q_344,scholar,4,4,10,1,0.250,0.250,0,0,3,0,9,3.0,author;venue;writes
q_345,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.9,author;venue;writes
q_346,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.9,author;venue;writes
q_347,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,author;paper;venue;writes
q_348,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,author;paper;venue;writes
q_349,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.9,author;venue;writes
q_350,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.7,author;venue;writes
q_351,scholar,4,4,10,3,0.750,0.750,0,0,2,1,7,2.8,keyphrase
q_352,scholar,4,4,10,2,0.500,0.500,0,0,2,0,9,3.2,keyphrase;paperkeyphrase
q_353,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;venue
q_354,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;venue
q_355,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;venue
q_356,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;venue
q_357,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;venue
q_358,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;venue
q_359,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;venue
q_360,scholar,4,4,10,2,0.500,0.500,0,0,3,1,8,2.8,keyphrase;venue
q_361,scholar,4,4,10,3,0.750,0.750,0,0,3,2,5,3.1,cite
q_362,scholar,4,4,10,3,0.750,0.750,0,0,3,2,5,3.0,cite
q_363,scholar,5,4,10,2,0.400,0.500,0,0,3,0,7,3.1,author;keyphrase;paperkeyphrase
q_364,scholar,5,4,10,2,0.400,0.500,0,0,4,1,7,2.9,author;keyphrase;writes
q_365,scholar,5,4,10,2,0.400,0.500,0,0,4,1,7,2.8,author;keyphrase;writes
q_366,scholar,5,4,10,2,0.400,0.500,0,0,4,1,7,2.8,author;keyphrase;writes
q_367,scholar,3,4,10,3,1.000,0.750,1,0,1,1,4,3.0,
q_368,scholar,3,4,10,3,1.000,0.750,1,0,1,1,4,2.8,
q_369,scholar,4,4,10,1,0.250,0.250,0,0,3,0,7,3.2,author;keyphrase;paperkeyphrase
q_370,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,author;keyphrase;paperkeyphrase;writes
q_371,scholar,4,4,10,2,0.500,0.500,0,0,3,1,8,2.8,keyphrase;paperkeyphrase
q_372,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,author;keyphrase;paperkeyphrase;writes
q_373,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,author;keyphrase;paperkeyphrase;writes
q_374,scholar,4,4,10,1,0.250,0.250,0,0,4,1,7,2.9,author;keyphrase;writes
q_375,scholar,3,4,10,2,0.667,0.500,0,0,2,1,6,3.2,writes
q_376,scholar,3,4,10,2,0.667,0.500,0,0,1,0,6,2.7,writes
q_377,scholar,2,4,10,0,0.000,0.000,0,0,2,0,6,2.8,author;writes
q_378,scholar,5,4,10,3,0.600,0.750,0,0,4,2,8,2.9,keyphrase;paperkeyphrase
q_379,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_380,scholar,3,4,10,2,0.667,0.500,0,0,1,0,6,3.0,cite
q_381,scholar,6,4,10,3,0.500,0.750,0,0,5,2,10,3.0,dataset;keyphrase;venue
q_382,scholar,6,4,10,3,0.500,0.750,0,0,5,2,10,3.0,dataset;keyphrase;venue
q_383,scholar,6,4,10,3,0.500,0.750,0,0,5,2,10,2.9,dataset;keyphrase;venue
q_384,scholar,6,4,10,3,0.500,0.750,0,0,5,2,10,2.9,dataset;keyphrase;venue
q_385,scholar,6,4,10,3,0.500,0.750,0,0,5,2,10,2.9,dataset;keyphrase;venue
q_386,scholar,4,4,10,3,0.750,0.750,0,0,2,1,8,3.1,keyphrase
q_387,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.7,author;venue;writes
q_388,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.7,author;venue;writes
q_389,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,2.7,author;venue;writes
q_390,scholar,4,4,10,2,0.500,0.500,0,0,4,2,10,2.9,dataset;keyphrase
q_391,scholar,3,4,10,1,0.333,0.250,0,0,2,0,8,2.8,venue;writes
q_392,scholar,3,4,10,1,0.333,0.250,0,0,2,0,8,2.9,venue;writes
q_393,scholar,3,4,10,3,1.000,0.750,1,0,2,2,4,2.9,
q_394,scholar,3,0,10,0,0.000,0.000,0,0,3,0,,0.1,paper;venue;writes
q_395,scholar,3,4,10,1,0.333,0.250,0,0,2,0,6,3.2,author;writes
q_396,scholar,3,4,10,1,0.333,0.250,0,0,2,0,6,3.3,author;writes
q_397,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.1,cite;keyphrase;paper;paperkeyphrase
q_398,scholar,5,4,10,4,0.800,1.000,0,0,3,2,5,3.4,author
q_399,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_400,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_401,scholar,5,4,10,2,0.400,0.500,0,0,4,1,7,2.8,author;keyphrase;writes
q_402,scholar,5,4,10,2,0.400,0.500,0,0,4,1,7,2.7,author;keyphrase;writes
q_403,scholar,3,4,10,2,0.667,0.500,0,0,1,0,8,3.2,venue
q_404,scholar,4,4,10,3,0.750,0.750,0,0,3,2,7,3.6,author
q_405,scholar,4,4,10,2,0.500,0.500,0,0,4,2,10,3.1,dataset;paperdataset
q_406,scholar,6,4,10,2,0.333,0.500,0,0,5,1,8,2.8,author;keyphrase;venue;writes
q_407,scholar,5,4,10,2,0.400,0.500,0,0,4,1,8,3.3,author;venue;writes
q_408,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;writes
q_409,scholar,4,4,10,3,0.750,0.750,0,0,3,2,9,3.0,venue
q_410,scholar,4,4,10,2,0.500,0.500,0,0,3,1,10,2.9,dataset;venue
q_411,scholar,4,4,10,2,0.500,0.500,0,0,3,1,10,2.8,dataset;venue
q_412,scholar,5,4,10,2,0.400,0.500,0,0,3,0,8,3.1,keyphrase;paperkeyphrase;venue
q_413,scholar,4,4,10,2,0.500,0.500,0,0,4,2,10,2.9,dataset;paperdataset
q_414,scholar,3,4,10,2,0.667,0.500,0,0,1,0,8,2.9,venue
q_415,scholar,4,4,10,3,0.750,0.750,0,0,2,1,8,2.9,venue
q_416,scholar,3,4,10,1,0.333,0.250,0,0,2,0,6,2.8,author;writes
q_417,scholar,3,4,10,2,0.667,0.500,0,0,1,0,7,3.5,venue
q_418,scholar,6,4,10,3,0.500,0.750,0,0,4,1,10,2.9,keyphrase;venue;writes
q_419,scholar,4,4,10,3,0.750,0.750,0,0,3,2,9,3.2,venue
q_420,scholar,4,4,10,2,0.500,0.500,0,0,3,1,8,3.0,keyphrase;paperkeyphrase
q_421,scholar,4,4,10,1,0.250,0.250,0,0,3,0,8,3.2,author;venue;writes
q_422,scholar,3,4,10,1,0.333,0.250,0,0,2,0,7,3.2,author;writes
q_423,scholar,3,4,10,2,0.667,0.500,0,0,2,1,7,3.3,keyphrase
q_424,scholar,3,4,10,2,0.667,0.500,0,0,1,0,8,3.2,venue
q_425,scholar,5,4,10,3,0.600,0.750,0,0,3,1,10,3.0,keyphrase;writes
q_426,yelp,4,4,7,3,0.750,0.750,0,0,2,1,6,5.6,category
q_427,yelp,3,4,7,2,0.667,0.500,0,0,1,0,6,4.8,category
q_428,yelp,3,4,7,3,1.000,0.750,1,0,1,1,3,4.7,
q_429,yelp,3,4,7,3,1.000,0.750,1,0,1,1,3,4.5,
q_430,yelp,4,4,7,3,0.750,0.750,0,0,2,1,5,4.6,category
q_431,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.3,business;category;review;user
q_432,yelp,4,4,7,3,0.750,0.750,0,0,2,1,5,4.7,category
q_433,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.2,business;category;review;user
q_434,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.2,business;category;review;user
q_435,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.2,business;category
q_436,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.2,business;category
q_437,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.2,business;category
q_438,yelp,3,4,7,3,1.000,0.750,1,0,1,1,3,4.4,
q_439,yelp,4,4,7,3,0.750,0.750,0,0,2,1,5,4.6,category
q_440,yelp,3,4,7,2,0.667,0.500,0,0,1,0,5,4.8,category
q_441,yelp,3,4,7,2,0.667,0.500,0,0,1,0,5,4.8,category
q_442,yelp,3,2,7,2,0.667,1.000,0,0,1,0,5,4.4,category
q_443,yelp,3,4,7,2,0.667,0.500,0,0,1,0,5,5.1,category
q_444,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.4,business;category;review;user
q_445,yelp,3,0,7,0,0.000,0.000,0,0,3,0,,0.3,business;category;neighbourhood
q_446,yelp,3,2,7,2,0.667,1.000,0,0,1,0,5,4.5,category
q_447,yelp,4,4,7,3,0.750,0.750,0,0,2,1,5,4.8,category
q_448,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.3,business;category;review;user
q_449,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.3,business;category
q_450,yelp,2,4,7,1,0.500,0.250,0,0,1,0,6,4.0,category
q_451,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.3,business;category
q_452,yelp,3,4,7,3,1.000,0.750,1,0,1,1,3,4.6,
q_453,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.2,business;category
q_454,academic,6,4,15,3,0.500,0.750,0,0,5,2,15,5.3,author;organization;writes
q_455,academic,5,4,15,3,0.600,0.750,0,0,4,2,14,4.5,author;writes
q_456,academic,5,4,15,2,0.400,0.500,0,0,3,0,8,4.2,publication;publication_keyword;writes
q_457,academic,5,4,15,2,0.400,0.500,0,0,4,1,15,4.2,author;organization;writes
q_458,academic,5,0,15,0,0.000,0.000,0,0,5,0,,0.3,author;journal;organization;publication;writes
q_459,academic,5,0,15,0,0.000,0.000,0,0,5,0,,0.3,author;journal;organization;publication;writes
q_460,academic,4,3,15,2,0.500,0.667,0,0,3,1,11,4.5,author;writes
q_461,academic,4,4,15,2,0.500,0.500,0,0,2,0,11,4.4,author;writes
q_462,academic,5,4,15,3,0.600,0.750,0,0,3,1,14,4.3,author;writes
q_463,academic,6,4,15,3,0.500,0.750,0,0,4,1,15,4.4,author;organization;writes
q_464,academic,5,4,15,3,0.600,0.750,0,0,3,1,14,4.4,author;writes
q_465,academic,4,4,15,3,0.750,0.750,0,0,2,1,8,4.4,journal
q_466,academic,4,4,15,3,0.750,0.750,0,0,2,1,6,5.1,publication_keyword
q_467,academic,5,4,15,3,0.600,0.750,0,0,3,1,8,4.5,publication_keyword;writes
q_468,academic,6,3,15,1,0.167,0.333,0,0,5,0,15,4.6,author;domain;domain_author;domain_publication;organization
q_469,academic,5,4,15,2,0.400,0.500,0,0,3,0,15,4.5,author;organization;writes
q_470,academic,5,3,15,2,0.400,0.667,0,0,4,1,15,4.5,author;organization;writes
q_471,academic,5,3,15,2,0.400,0.667,0,0,4,1,15,4.5,author;organization;writes
q_472,academic,4,3,15,0,0.000,0.000,0,0,4,0,15,4.6,author;domain;domain_author;organization
q_473,academic,3,4,15,2,0.667,0.500,0,0,2,1,5,4.5,publication
q_474,academic,3,0,15,0,0.000,0.000,0,0,3,0,,0.3,author;publication;writes
q_475,academic,3,0,15,0,0.000,0.000,0,0,3,0,,0.3,author;publication;writes
q_476,academic,4,0,15,0,0.000,0.000,0,0,4,0,,0.3,author;journal;publication;writes
q_477,academic,4,0,15,0,0.000,0.000,0,0,4,0,,0.4,author;journal;publication;writes
q_478,academic,3,0,15,0,0.000,0.000,0,0,3,0,,0.4,author;publication;writes
q_479,academic,4,4,15,3,0.750,0.750,0,0,2,1,6,4.7,writes
q_480,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,4.7,author;writes
q_481,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,4.7,author;writes
q_482,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,4.6,author;writes
q_483,academic,4,4,15,3,0.750,0.750,0,0,2,1,5,4.6,writes
q_484,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,4.6,author;writes
q_485,academic,5,4,15,3,0.600,0.750,0,0,3,1,8,4.5,publication_keyword;writes
q_486,academic,4,4,15,3,0.750,0.750,0,0,2,1,6,4.4,publication_keyword
q_487,academic,4,4,15,3,0.750,0.750,0,0,2,1,6,4.3,publication_keyword
q_488,academic,4,4,15,3,0.750,0.750,0,0,2,1,6,4.5,publication_keyword
q_489,academic,4,4,15,3,0.750,0.750,0,0,2,1,6,4.4,publication_keyword
q_490,academic,4,4,15,3,0.750,0.750,0,0,2,1,6,4.4,publication_keyword
q_491,academic,4,4,15,3,0.750,0.750,0,0,2,1,8,4.6,journal
q_492,academic,5,4,15,3,0.600,0.750,0,0,3,1,14,4.4,author;writes
q_493,academic,4,4,15,2,0.500,0.500,0,0,2,0,15,4.6,organization;writes
q_494,academic,6,4,15,3,0.500,0.750,0,0,4,1,15,4.8,domain_publication;organization;writes
q_495,academic,3,1,15,1,0.333,1.000,0,0,2,0,11,4.6,author;writes
q_496,academic,4,4,15,2,0.500,0.500,0,0,3,1,12,4.5,author;writes
q_497,academic,4,4,15,2,0.500,0.500,0,0,2,0,11,4.5,author;writes
q_498,academic,4,4,15,2,0.500,0.500,0,0,2,0,11,4.6,author;writes
q_499,academic,5,4,15,2,0.400,0.500,0,0,3,0,8,4.4,publication;publication_keyword;writes
q_500,academic,4,4,15,2,0.500,0.500,0,0,2,0,6,4.3,publication;publication_keyword
q_501,academic,4,4,15,2,0.500,0.500,0,0,2,0,6,4.2,publication;publication_keyword
q_502,academic,4,4,15,2,0.500,0.500,0,0,2,0,6,4.3,publication;publication_keyword
q_503,academic,4,4,15,3,0.750,0.750,0,0,3,2,11,4.3,journal
q_504,academic,5,4,15,3,0.600,0.750,0,0,4,2,14,4.5,author;writes
q_505,academic,4,4,15,3,0.750,0.750,0,0,2,1,7,4.6,writes
q_506,academic,4,4,15,2,0.500,0.500,0,0,2,0,15,4.7,organization;writes
q_507,academic,6,4,15,4,0.667,1.000,0,0,4,2,15,4.7,organization;writes
q_508,imdb,5,4,16,3,0.600,0.750,0,0,3,1,6,7.5,made_by;writer
q_509,imdb,5,4,16,3,0.600,0.750,0,0,3,1,13,5.8,actor;cast
q_510,imdb,5,4,16,3,0.600,0.750,0,0,3,1,13,5.9,actor;cast
q_511,imdb,5,4,16,3,0.600,0.750,0,0,3,1,13,5.8,actor;cast
q_512,imdb,5,4,16,3,0.600,0.750,0,0,3,1,13,5.8,actor;cast
q_513,imdb,5,2,16,1,0.200,0.500,0,0,4,0,11,6.5,directed_by;director;made_by;producer
q_514,imdb,5,4,16,2,0.400,0.500,0,0,4,1,10,6.4,cast;directed_by;director
q_515,imdb,5,4,16,3,0.600,0.750,0,0,3,1,10,6.3,directed_by;director
q_516,imdb,5,4,16,2,0.400,0.500,0,0,4,1,10,6.4,directed_by;made_by;movie
