instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,n_cols_db,n_cols_graph,ddl_tokens,n_gold_cols,n_pred_cols,col_recall,col_precision,col_strict,unresolved_cols,missed,missed_cols
sf_bq020,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,12.7,159,159,4609,,,,,,,,
sf_bq107,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,8.6,159,159,4609,,,,,,,,
bq025,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,3,10.4,165,165,3551,9,119,1.000,0.076,1,0,,
bq115,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,0,7,8.2,165,165,3554,9,119,1.000,0.076,1,0,,
bq030,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,27.9,701,701,655,,,,,,,,
bq018,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,16.2,701,701,730,3,60,0.333,0.017,0,2,,covid19_open_data.country_name;covid19_open_data.date
bq086,covid19_open_world_bank,bigquery,2,20,22,2,1.000,0.100,1,1,3,37.9,1015,1015,8234,7,365,0.429,0.008,0,2,,covid19_open_data.aggregation_level;covid19_open_data.country_code;covid19_open_data.country_name;covid19_open_data.date
bq085,covid19_jhu_world_bank,bigquery,2,20,25,2,1.000,0.100,1,0,12,65.8,3771,3771,11089,7,455,1.000,0.015,1,4,,
bq130,covid19_nyt,bigquery,2,4,4,2,1.000,0.500,1,1,2,7.5,29,29,1055,9,29,1.000,0.310,1,5,,
bq087,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,2,183.1,2580,1722,9271,4,240,0.250,0.004,0,2,,symptom_search_sub_region_*_weekly.date;symptom_search_sub_region_*_weekly.sub_region_1;symptom_search_sub_region_*_weekly.sub_region_2
bq088,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,1,40.4,2580,1722,9331,4,240,0.750,0.013,0,4,,symptom_search_country_weekly.date
bq089,covid19_usa,bigquery,2,20,22,2,1.000,0.100,1,0,12,196.0,70861,6165,47908,6,1020,0.833,0.005,0,4,,censustract_*_5yr.geo_id
bq407,covid19_usa,bigquery,2,20,22,2,1.000,0.100,1,0,10,94.0,70861,6165,58860,9,1058,0.889,0.008,0,3,,county_*_*yr.geo_id
bq137,census_bureau_usa,bigquery,2,13,13,2,1.000,0.154,1,1,4,24.7,132,126,6215,,,,,,,,
bq060,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,3,7.7,165,165,3526,7,119,1.000,0.059,1,0,,
bq338,census_bureau_acs_1,bigquery,1,20,87,1,1.000,0.050,1,0,12,198.1,69183,4472,53279,3,918,0.667,0.002,0,3,,censustract_*_5yr.total_pop
bq061,census_bureau_acs_1,bigquery,2,20,87,2,1.000,0.100,1,0,13,74.8,69183,4472,65535,4,918,1.000,0.004,1,3,,
bq064,census_bureau_acs_1,bigquery,3,20,87,2,0.667,0.100,0,0,81,138.2,69183,4472,57555,11,968,0.545,0.006,0,7,bigquery-public-data.geo_census_tracts.us_census_tracts_national,censustract_*_5yr.geo_id;us_census_tracts_national.functional_status;us_census_tracts_national.geo_id;us_census_tracts_national.tract_ce;us_census_tracts_national.tract_geom
bq461,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,2,29.3,505,505,12797,,,,,,,,
