instance_id,db,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,n_bridge,bridge_recovered,max_gold_rank,ms,missed
q_124,tracking_software_problems,2,6,6,2,1.000,0.333,1,0,1,1,5,3.6,
q_125,tracking_software_problems,2,6,6,2,1.000,0.333,1,1,0,0,3,3.8,
q_126,tracking_software_problems,3,6,6,3,1.000,0.500,1,1,0,0,3,4.0,
q_127,tracking_software_problems,3,6,6,3,1.000,0.500,1,1,0,0,3,4.0,
q_128,tracking_software_problems,3,6,6,3,1.000,0.500,1,0,1,1,6,3.9,
q_129,tracking_software_problems,3,6,6,3,1.000,0.500,1,1,0,0,3,4.1,
q_130,customers_and_products_contacts,2,6,7,2,1.000,0.333,1,1,0,0,2,5.9,
q_131,customers_and_products_contacts,3,6,7,3,1.000,0.500,1,0,1,1,6,4.7,
q_132,cre_Theme_park,3,6,16,2,0.667,0.333,0,0,1,0,7,6.5,visitors
q_133,cre_Theme_park,3,6,16,2,0.667,0.333,0,0,1,0,7,5.0,visitors
q_134,cre_Theme_park,3,6,16,3,1.000,0.500,1,1,0,0,3,4.9,
q_135,cre_Theme_park,3,6,16,3,1.000,0.500,1,1,0,0,3,4.8,
q_136,cre_Theme_park,3,6,16,2,0.667,0.333,0,0,1,0,7,4.6,visitors
q_137,cre_Theme_park,3,6,16,2,0.667,0.333,0,0,1,0,7,5.0,visitors
q_138,cre_Theme_park,3,6,16,2,0.667,0.333,0,0,1,0,8,4.8,visitors
q_139,cre_Theme_park,3,6,16,2,0.667,0.333,0,0,1,0,7,5.1,visitors
q_140,customers_and_addresses,4,6,7,4,1.000,0.667,1,0,1,1,4,5.5,
q_141,customers_and_addresses,4,6,7,4,1.000,0.667,1,0,1,1,4,4.4,
q_142,customers_and_addresses,4,6,7,4,1.000,0.667,1,0,1,1,4,4.4,
q_143,customers_and_addresses,4,6,7,4,1.000,0.667,1,0,1,1,4,4.5,
q_144,e_government,3,6,10,3,1.000,0.500,1,1,0,0,3,5.3,
q_145,e_government,3,6,10,3,1.000,0.500,1,1,0,0,3,4.3,
q_146,e_government,3,6,10,3,1.000,0.500,1,0,1,1,4,4.4,
q_147,e_government,3,6,10,3,1.000,0.500,1,1,0,0,3,4.4,
q_148,tracking_orders,2,6,7,2,1.000,0.333,1,1,0,0,2,4.6,
q_149,tracking_orders,2,6,7,2,1.000,0.333,1,1,0,0,2,3.5,
q_150,tracking_orders,2,6,7,2,1.000,0.333,1,1,0,0,2,3.6,
q_151,tracking_orders,2,6,7,2,1.000,0.333,1,1,0,0,2,3.6,
q_152,tracking_orders,4,6,7,4,1.000,0.667,1,0,1,1,4,3.7,
q_153,tracking_orders,4,6,7,4,1.000,0.667,1,0,1,1,4,3.7,
q_154,tracking_orders,4,6,7,4,1.000,0.667,1,0,1,1,4,3.8,
q_155,tracking_orders,4,6,7,4,1.000,0.667,1,0,1,1,4,4.0,
q_156,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,5.5,
q_157,geo,3,6,7,3,1.000,0.500,1,1,0,0,3,6.3,
q_158,geo,3,6,7,2,0.667,0.333,0,0,1,0,7,4.9,river
q_159,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.8,
q_160,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.8,
q_161,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.9,
q_162,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.8,
q_163,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.8,
q_164,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.6,
q_165,geo,2,6,7,2,1.000,0.333,1,1,0,0,3,4.8,
q_166,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.7,
q_167,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.5,
q_168,geo,2,6,7,1,0.500,0.167,0,0,1,0,7,5.1,river
q_169,geo,2,6,7,1,0.500,0.167,0,0,1,0,7,4.8,river
q_170,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.2,
q_171,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,5.1,
q_172,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.5,
q_173,geo,2,6,7,2,1.000,0.333,1,1,0,0,3,4.9,
q_174,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.9,
q_175,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.6,
q_176,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.8,
q_177,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,5.2,
q_178,geo,2,6,7,2,1.000,0.333,1,1,0,0,2,4.9,
q_179,geo,3,6,7,3,1.000,0.500,1,1,0,0,3,5.0,
q_180,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,4.1,
q_181,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.2,
q_182,scholar,2,6,10,2,1.000,0.333,1,1,0,0,3,3.5,
q_183,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.5,
q_184,scholar,2,6,10,2,1.000,0.333,1,0,1,1,6,3.5,
q_185,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.1,
q_186,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.1,
q_187,scholar,2,6,10,2,1.000,0.333,1,1,0,0,3,3.2,
q_188,scholar,2,6,10,2,1.000,0.333,1,1,0,0,3,3.2,
q_189,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.0,
q_190,scholar,2,6,10,2,1.000,0.333,1,1,0,0,3,3.2,
q_191,scholar,2,0,10,0,0.000,0.000,0,0,2,0,,0.3,author;writes
q_192,scholar,2,0,10,0,0.000,0.000,0,0,2,0,,0.3,author;writes
q_193,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.7,
q_194,scholar,2,6,10,2,1.000,0.333,1,1,0,0,3,3.1,
q_195,scholar,2,0,10,0,0.000,0.000,0,0,2,0,,0.2,author;writes
q_196,scholar,2,6,10,2,1.000,0.333,1,1,0,0,3,3.0,
q_197,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.0,
q_198,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.2,
q_199,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.3,
q_200,scholar,2,6,10,2,1.000,0.333,1,0,2,2,6,3.0,
q_201,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,3.0,keyphrase
q_202,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,3.7,keyphrase
q_203,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;writes
q_204,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,2.9,keyphrase
q_205,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;writes
q_206,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,3.0,keyphrase
q_207,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.0,keyphrase;paperkeyphrase
q_208,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,3.0,keyphrase
q_209,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,2.9,keyphrase
q_210,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;writes
q_211,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,2.9,keyphrase
q_212,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,3.0,venue
q_213,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,2.9,venue
q_214,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,3.0,venue
q_215,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,2.9,venue
q_216,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,3.3,venue
q_217,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,3.0,venue
q_218,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,2.9,venue
q_219,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,3.0,venue
q_220,scholar,3,6,10,2,0.667,0.333,0,0,1,0,8,3.0,venue
q_221,scholar,3,6,10,2,0.667,0.333,0,0,1,0,8,3.2,venue
q_222,scholar,3,6,10,2,0.667,0.333,0,0,1,0,8,3.3,venue
q_223,scholar,3,6,10,2,0.667,0.333,0,0,1,0,8,3.1,venue
q_224,scholar,4,6,10,3,0.750,0.500,0,0,2,1,9,3.4,venue
q_225,scholar,4,6,10,3,0.750,0.500,0,0,2,1,9,3.3,venue
q_226,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,2.8,keyphrase
q_227,scholar,5,6,10,3,0.600,0.500,0,0,2,0,8,3.2,author;writes
q_228,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.1,keyphrase
q_229,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_230,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_231,scholar,5,6,10,3,0.600,0.500,0,0,2,0,8,3.3,author;writes
q_232,scholar,5,6,10,3,0.600,0.500,0,0,2,0,8,3.4,author;writes
q_233,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_234,scholar,5,6,10,4,0.800,0.667,0,0,2,1,8,3.9,keyphrase
q_235,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_236,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.2,keyphrase
q_237,scholar,5,6,10,3,0.600,0.500,0,0,2,0,8,3.4,author;writes
q_238,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_239,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,3.2,keyphrase
q_240,scholar,4,6,10,3,0.750,0.500,0,0,4,3,7,3.1,keyphrase
q_241,scholar,4,6,10,3,0.750,0.500,0,0,4,3,7,2.8,keyphrase
q_242,scholar,4,6,10,3,0.750,0.500,0,0,4,3,7,2.8,keyphrase
q_243,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,2.8,keyphrase;venue
q_244,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.0,keyphrase;venue
q_245,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.6,keyphrase;venue
q_246,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,2.9,keyphrase;venue
q_247,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,2.9,keyphrase;venue
q_248,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,2.9,keyphrase;venue
q_249,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.1,keyphrase;venue
q_250,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.1,keyphrase;venue
q_251,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.0,keyphrase;venue
q_252,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.0,keyphrase;venue
q_253,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.0,keyphrase;venue
q_254,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.2,keyphrase;venue
q_255,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.1,keyphrase;venue
q_256,scholar,4,6,10,2,0.500,0.333,0,0,2,0,9,3.7,author;writes
q_257,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.3,author;keyphrase;paper;paperkeyphrase;writes
q_258,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.0,keyphrase
q_259,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.1,keyphrase
q_260,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.1,keyphrase;venue
q_261,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.2,keyphrase;venue
q_262,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.0,keyphrase;venue
q_263,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.1,keyphrase
q_264,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_265,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.3,keyphrase
q_266,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.1,keyphrase
q_267,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.1,keyphrase
q_268,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.1,keyphrase
q_269,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.2,keyphrase
q_270,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.5,keyphrase
q_271,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.5,keyphrase
q_272,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.6,keyphrase
q_273,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.3,keyphrase
q_274,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.8,keyphrase
q_275,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.4,keyphrase
q_276,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.3,keyphrase
q_277,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.2,author;keyphrase;paper;paperkeyphrase;writes
q_278,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.2,keyphrase;venue
q_279,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.2,keyphrase;venue
q_280,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.1,keyphrase;venue
q_281,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.1,keyphrase;venue
q_282,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.3,keyphrase;venue
q_283,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.4,keyphrase;venue
q_284,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.3,keyphrase;venue
q_285,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.2,keyphrase;venue
q_286,scholar,4,6,10,2,0.500,0.333,0,0,3,1,8,3.3,keyphrase;venue
q_287,scholar,2,6,10,2,1.000,0.333,1,1,0,0,3,3.4,
q_288,scholar,4,6,10,2,0.500,0.333,0,0,2,0,8,3.6,author;writes
q_289,scholar,4,6,10,2,0.500,0.333,0,0,2,0,8,3.3,author;writes
q_290,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.7,
q_291,scholar,4,6,10,2,0.500,0.333,0,0,2,0,8,3.4,author;writes
q_292,scholar,3,6,10,2,0.667,0.333,0,0,1,0,8,3.1,venue
q_293,scholar,3,6,10,2,0.667,0.333,0,0,1,0,8,3.0,venue
q_294,scholar,3,6,10,2,0.667,0.333,0,0,2,1,7,3.8,keyphrase
q_295,scholar,4,6,10,3,0.750,0.500,0,0,3,2,8,3.1,venue
q_296,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.4,
q_297,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,dataset;keyphrase;paperdataset;paperkeyphrase
q_298,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.5,
q_299,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.4,
q_300,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.4,
q_301,scholar,4,6,10,3,0.750,0.500,0,0,2,1,8,3.3,keyphrase
q_302,scholar,4,6,10,3,0.750,0.500,0,0,2,1,8,3.4,keyphrase
q_303,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.7,
q_304,scholar,4,6,10,3,0.750,0.500,0,0,2,1,8,3.4,keyphrase
q_305,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.2,
q_306,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.3,
q_307,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,3.4,
q_308,scholar,4,6,10,4,1.000,0.667,1,0,2,2,6,35.3,
q_309,scholar,5,6,10,3,0.600,0.500,0,0,3,1,10,2.9,dataset;keyphrase
q_310,scholar,5,6,10,3,0.600,0.500,0,0,3,1,10,3.2,dataset;keyphrase
q_311,scholar,6,6,10,4,0.667,0.667,0,0,5,3,8,2.8,keyphrase;venue
q_312,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,2.7,keyphrase
q_313,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,3.6,keyphrase
q_314,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.2,keyphrase;paper;paperkeyphrase;writes
q_315,scholar,5,6,10,4,0.800,0.667,0,0,4,3,7,3.2,keyphrase
q_316,scholar,4,6,10,4,1.000,0.667,1,0,1,1,5,3.6,
q_317,scholar,5,6,10,4,0.800,0.667,0,0,3,2,8,3.8,keyphrase
q_318,scholar,4,6,10,3,0.750,0.500,0,0,2,1,7,3.9,keyphrase
